0.0000 1 1 0.004
0.0010 2.003 2.003 0
0.0020 2.006 2.007 0.002
0.0030 2.014 2.025 0
0.0040 2.024 2.089 0
0.0050 2.058 2.345 0
0.0060 2.104 2.93 0
0.0070 2.163 3.897 0
0.0080 2.231 5.209 0
0.0090 2.322 6.735 0
0.0100 2.415 8.308 0
0.0110 2.506 9.832 0
0.0120 2.604 11.225 0.002
0.0130 2.68 12.664 0
0.0140 2.764 13.625 0
0.0150 2.843 13.991 0
0.0160 2.901 14.109 0
0.0170 2.928 13.769 0
0.0180 2.956 13.756 0
0.0190 2.976 13.117 0
0.0200 2.986 12.411 0
0.0210 2.994 12.092 0.003
0.0220 2.997 11.6 0
0.0230 3.002 11.265 0
0.0240 3.004 11.758 0.001
0.0250 3.006 11.91 0
0.0260 3.008 12.518 0.001
0.0270 3.009 13.155 0.001
0.0280 3.01 14.281 0
0.0290 3.011 15.703 0
0.0300 3.012 16.81 0
0.0310 3.013 18.204 0
0.0320 3.019 19.582 0
0.0330 3.024 20.946 0
0.0340 3.029 22.411 0
0.0350 3.036 23.895 0
0.0360 3.041 25.502 0
0.0370 3.046 26.96 0
0.0380 3.054 28.335 0
0.0390 3.064 29.628 0
0.0400 3.074 31.037 0.001
0.0410 3.086 32.238 0
0.0420 3.108 33.338 0
0.0430 3.122 34.441 0
0.0440 3.142 35.604 0
0.0450 3.168 36.47 0
0.0460 3.18 37.82 0
0.0470 3.2 38.718 0.001
0.0480 3.23 39.458 0
0.0490 3.254 39.819 0
0.0500 3.286 40.627 0
0.0510 3.313 40.886 0.002
0.0520 3.345 41.515 0
0.0530 3.386 41.35 0
0.0540 3.422 41.764 0
0.0550 3.45 42.338 0
0.0560 3.479 42.792 0
0.0570 3.506 43.515 0
0.0580 3.545 43.237 0
0.0590 3.577 43.428 0
0.0600 3.611 43.55 0
0.0610 3.637 43.614 0.002
0.0620 3.68 43.266 0
0.0630 3.72 42.911 0
0.0640 3.75 42.884 0.011
0.0650 3.775 43.435 0.003
0.0660 3.795 43.731 0.001
0.0670 3.821 43.922 0
0.0680 3.844 43.897 0.003
0.0690 3.864 43.917 0
0.0700 3.884 43.971 0
0.0710 3.907 44.022 0
0.0720 3.918 44.14 0
0.0730 3.932 44.634 0
0.0740 3.951 45.242 0.002
0.0750 3.955 45.825 0
0.0760 3.968 46.028 0
0.0770 3.976 46.418 0
0.0780 3.982 46.95 0.001
0.0790 3.987 47.509 0
0.0800 3.989 48.052 0
0.0810 3.995 48.734 0
0.0820 3.998 49.364 0
0.0830 3.999 49.911 0
0.0840 4.002 50.695 0
0.0850 4.006 51.341 0
0.0860 4.007 51.869 0
0.0870 4.011 52.476 0
0.0880 4.013 53.391 0
0.0890 4.016 53.923 0
0.0900 4.018 54.523 0.001
0.0910 4.022 55.081 0
0.0920 4.025 55.791 0
0.0930 4.029 56.292 0
0.0940 4.031 56.831 0
0.0950 4.033 57.679 0
0.0960 4.038 58.068 0.001
0.0970 4.039 58.947 0.006
0.0980 4.044 59.3 0
0.0990 4.048 60.082 0
0.1000 4.051 60.55 0
0.1010 4.054 61.226 0
0.1020 4.058 61.897 0
0.1030 4.067 62.502 0
0.1040 4.077 62.846 0
0.1050 4.082 63.36 0
0.1060 4.092 64.084 0
0.1070 4.1 64.421 0.001
0.1080 4.111 64.944 0
0.1090 4.12 65.527 0
0.1100 4.128 65.959 0
0.1110 4.138 66.747 0
0.1120 4.155 66.971 0
0.1130 4.162 67.485 0
0.1140 4.176 68.174 0
0.1150 4.187 68.737 0
0.1160 4.2 69.434 0
0.1170 4.225 69.673 0
0.1180 4.242 70.03 0
0.1190 4.258 70.725 0
0.1200 4.284 70.885 0
0.1210 4.3 71.411 0
0.1220 4.32 71.792 0
0.1230 4.339 72.605 0.003
0.1240 4.362 72.618 0.001
0.1250 4.382 72.942 0
0.1260 4.406 73.969 0
0.1270 4.428 74.121 0
0.1280 4.451 74.521 0.001
0.1290 4.481 74.547 0
0.1300 4.506 75.125 0
0.1310 4.536 75.666 0
0.1320 4.568 75.99 0
0.1330 4.598 76.226 0
0.1340 4.623 76.412 0
0.1350 4.645 76.759 0
0.1360 4.672 76.708 0
0.1370 4.69 77.491 0
0.1380 4.716 77.87 0
0.1390 4.735 78.657 0
0.1400 4.755 79.042 0
0.1410 4.78 78.877 0
0.1420 4.806 79.218 0
0.1430 4.823 79.759 0
0.1440 4.846 79.74 0.002
0.1450 4.864 79.908 0
0.1460 4.878 80.104 0
0.1470 4.895 80.669 0
0.1480 4.91 80.238 0
0.1490 4.927 80.587 0.001
0.1500 4.939 80.944 0
0.1510 4.951 81.146 0
0.1520 4.959 81.701 0
0.1530 4.965 82.632 0
0.1540 4.975 82.665 0
0.1550 4.98 82.897 0
0.1560 4.991 82.825 0
